end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrower_s_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent_,closed_date_most_recent_
2022-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2022-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,0.0,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2023-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2024-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministerio de Hacienda,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2011-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-02-29,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2012-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2013-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,5.0,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,5.0,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2014-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,5.0,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
